"","SourceFile","CreateDate"
"264","photos/20170615T094711 Canon PowerShot SX50 HS--IMG_9289.JPG","2017:06:15 09:47:11"
"265","photos/20170615T094736 Canon PowerShot SX50 HS--IMG_9290.JPG","2017:06:15 09:47:36"
"266","photos/20170615T094746 Canon PowerShot SX50 HS--IMG_9291.JPG","2017:06:15 09:47:46"
"267","photos/20170615T094810 Canon PowerShot SX50 HS--IMG_9292.JPG","2017:06:15 09:48:10"
"268","photos/20170615T094828 Canon PowerShot SX50 HS--IMG_9293.JPG","2017:06:15 09:48:28"
"269","photos/20170615T094845 Canon PowerShot SX50 HS--IMG_9294.JPG","2017:06:15 09:48:45"
"270","photos/20170615T094852 Canon PowerShot SX50 HS--IMG_9295.JPG","2017:06:15 09:48:52"
"271","photos/20170615T094905 Canon PowerShot SX50 HS--IMG_9296.JPG","2017:06:15 09:49:05"
"272","photos/20170615T094910 Canon PowerShot SX50 HS--IMG_9297.JPG","2017:06:15 09:49:10"
"273","photos/20170615T094916 Canon PowerShot SX50 HS--IMG_9298.JPG","2017:06:15 09:49:16"
"274","photos/20170615T094920 Canon PowerShot SX50 HS--IMG_9299.JPG","2017:06:15 09:49:20"
"275","photos/20170615T094932 Canon PowerShot SX50 HS--IMG_9300.JPG","2017:06:15 09:49:32"
"276","photos/20170615T095005 Canon PowerShot SX50 HS--IMG_9301.JPG","2017:06:15 09:50:05"
"277","photos/20170615T095014 Canon PowerShot SX50 HS--IMG_9302.JPG","2017:06:15 09:50:14"
"278","photos/20170615T095017 Canon PowerShot SX50 HS--IMG_9303.JPG","2017:06:15 09:50:17"
"279","photos/20170615T095028 Canon PowerShot SX50 HS--IMG_9304.JPG","2017:06:15 09:50:28"
"280","photos/20170615T095040 Canon PowerShot SX50 HS--IMG_9305.JPG","2017:06:15 09:50:40"
"281","photos/20170615T095044 Canon PowerShot SX50 HS--IMG_9306.JPG","2017:06:15 09:50:44"
"282","photos/20170615T095051 Canon PowerShot SX50 HS--IMG_9307.JPG","2017:06:15 09:50:51"
"283","photos/20170615T095052 Canon PowerShot SX50 HS--IMG_9308.JPG","2017:06:15 09:50:52"
"284","photos/20170615T095137 Canon PowerShot SX50 HS--IMG_9309.JPG","2017:06:15 09:51:37"
"285","photos/20170615T095247 Canon PowerShot SX50 HS--IMG_9310.JPG","2017:06:15 09:52:47"
"286","photos/20170615T095252 Canon PowerShot SX50 HS--IMG_9311.JPG","2017:06:15 09:52:52"
"287","photos/20170615T095306 Canon PowerShot SX50 HS--IMG_9312.JPG","2017:06:15 09:53:06"
"288","photos/20170615T095311 Canon PowerShot SX50 HS--IMG_9313.JPG","2017:06:15 09:53:11"
"289","photos/20170615T095323 Canon PowerShot SX50 HS--IMG_9314.JPG","2017:06:15 09:53:23"
"290","photos/20170615T095335 Canon PowerShot SX50 HS--IMG_9315.JPG","2017:06:15 09:53:35"
"291","photos/20170615T095342 Canon PowerShot SX50 HS--IMG_9316.JPG","2017:06:15 09:53:42"
"292","photos/20170615T095424 Canon PowerShot SX50 HS--IMG_9317.JPG","2017:06:15 09:54:24"
"293","photos/20170615T095432 Canon PowerShot SX50 HS--IMG_9318.JPG","2017:06:15 09:54:32"
"294","photos/20170615T095443 Canon PowerShot SX50 HS--IMG_9319.JPG","2017:06:15 09:54:43"
"295","photos/20170615T101935 Canon PowerShot SX50 HS--IMG_9320.JPG","2017:06:15 10:19:35"
"296","photos/20170615T101950 Canon PowerShot SX50 HS--IMG_9321.JPG","2017:06:15 10:19:50"
"297","photos/20170615T102020 Canon PowerShot SX50 HS--IMG_9322.JPG","2017:06:15 10:20:20"
"298","photos/20170615T110328 Canon PowerShot SX50 HS--IMG_9323.JPG","2017:06:15 11:03:28"
"299","photos/20170615T110337 Canon PowerShot SX50 HS--IMG_9324.JPG","2017:06:15 11:03:37"
"300","photos/20170615T110340 Canon PowerShot SX50 HS--IMG_9325.JPG","2017:06:15 11:03:40"
"301","photos/20170615T111338 Canon PowerShot SX50 HS--IMG_9326.JPG","2017:06:15 11:13:38"
"302","photos/20170615T112642 Canon PowerShot SX50 HS--IMG_9327.JPG","2017:06:15 11:26:42"
"303","photos/20170615T112846 Canon PowerShot SX50 HS--IMG_9328.JPG","2017:06:15 11:28:46"
"304","photos/20170615T112908 Canon PowerShot SX50 HS--IMG_9329.JPG","2017:06:15 11:29:08"
"305","photos/20170615T112922 Canon PowerShot SX50 HS--IMG_9330.JPG","2017:06:15 11:29:22"
"306","photos/20170615T112929 Canon PowerShot SX50 HS--IMG_9331.JPG","2017:06:15 11:29:29"
"307","photos/20170615T112940 Canon PowerShot SX50 HS--IMG_9332.JPG","2017:06:15 11:29:40"
"308","photos/20170615T112950 Canon PowerShot SX50 HS--IMG_9333.JPG","2017:06:15 11:29:50"
"309","photos/20170615T112954 Canon PowerShot SX50 HS--IMG_9334.JPG","2017:06:15 11:29:54"
"310","photos/20170615T112959 Canon PowerShot SX50 HS--IMG_9335.JPG","2017:06:15 11:29:59"
"311","photos/20170615T113004 Canon PowerShot SX50 HS--IMG_9336.JPG","2017:06:15 11:30:04"
"312","photos/20170615T113330 Canon PowerShot SX50 HS--IMG_9337.JPG","2017:06:15 11:33:30"
"313","photos/20170615T113332 Canon PowerShot SX50 HS--IMG_9338.JPG","2017:06:15 11:33:32"
"314","photos/20170615T113419 Canon PowerShot SX50 HS--IMG_9339.JPG","2017:06:15 11:34:19"
"315","photos/20170615T113422 Canon PowerShot SX50 HS--IMG_9340.JPG","2017:06:15 11:34:22"
"316","photos/20170615T113443 Canon PowerShot SX50 HS--IMG_9341.JPG","2017:06:15 11:34:43"
"317","photos/20170615T113446 Canon PowerShot SX50 HS--IMG_9342.JPG","2017:06:15 11:34:46"
"318","photos/20170615T113728 Canon PowerShot SX50 HS--IMG_9343.JPG","2017:06:15 11:37:28"
"319","photos/20170615T113732 Canon PowerShot SX50 HS--IMG_9344.JPG","2017:06:15 11:37:32"
"320","photos/20170615T113942 Canon PowerShot SX50 HS--IMG_9345.JPG","2017:06:15 11:39:42"
"321","photos/20170615T114112 Canon PowerShot SX50 HS--IMG_9346.JPG","2017:06:15 11:41:12"
"322","photos/20170615T114116 Canon PowerShot SX50 HS--IMG_9347.JPG","2017:06:15 11:41:16"
"323","photos/20170615T114121 Canon PowerShot SX50 HS--IMG_9348.JPG","2017:06:15 11:41:21"
"324","photos/20170615T114139 Canon PowerShot SX50 HS--IMG_9349.JPG","2017:06:15 11:41:39"
"325","photos/20170615T114146 Canon PowerShot SX50 HS--IMG_9350.JPG","2017:06:15 11:41:46"
"326","photos/20170615T114314 Canon PowerShot SX50 HS--IMG_9351.JPG","2017:06:15 11:43:14"
"327","photos/20170615T114327 Canon PowerShot SX50 HS--IMG_9352.JPG","2017:06:15 11:43:27"
"328","photos/20170615T114330 Canon PowerShot SX50 HS--IMG_9353.JPG","2017:06:15 11:43:30"
"329","photos/20170615T114336 Canon PowerShot SX50 HS--IMG_9354.JPG","2017:06:15 11:43:36"
"330","photos/20170615T114339 Canon PowerShot SX50 HS--IMG_9355.JPG","2017:06:15 11:43:39"
"331","photos/20170615T114343 Canon PowerShot SX50 HS--IMG_9356.JPG","2017:06:15 11:43:43"
"332","photos/20170615T114350 Canon PowerShot SX50 HS--IMG_9357.JPG","2017:06:15 11:43:50"
"333","photos/20170615T114353 Canon PowerShot SX50 HS--IMG_9358.JPG","2017:06:15 11:43:53"
"334","photos/20170615T114357 Canon PowerShot SX50 HS--IMG_9359.JPG","2017:06:15 11:43:57"
"335","photos/20170615T114403 Canon PowerShot SX50 HS--IMG_9360.JPG","2017:06:15 11:44:03"
"336","photos/20170615T114408 Canon PowerShot SX50 HS--IMG_9361.JPG","2017:06:15 11:44:08"
"337","photos/20170615T114423 Canon PowerShot SX50 HS--IMG_9362.JPG","2017:06:15 11:44:23"
"338","photos/20170615T114426 Canon PowerShot SX50 HS--IMG_9363.JPG","2017:06:15 11:44:26"
"339","photos/20170615T114627 Canon PowerShot SX50 HS--IMG_9364.JPG","2017:06:15 11:46:27"
"340","photos/20170615T114725 Canon PowerShot SX50 HS--IMG_9365.JPG","2017:06:15 11:47:25"
"341","photos/20170615T114735 Canon PowerShot SX50 HS--IMG_9367.JPG","2017:06:15 11:47:35"
"342","photos/20170615T114939 Canon PowerShot SX50 HS--IMG_9368.JPG","2017:06:15 11:49:39"
"343","photos/20170615T114942 Canon PowerShot SX50 HS--IMG_9369.JPG","2017:06:15 11:49:42"
"344","photos/20170615T114947 Canon PowerShot SX50 HS--IMG_9370.JPG","2017:06:15 11:49:47"
"345","photos/20170615T115003 Canon PowerShot SX50 HS--IMG_9371.JPG","2017:06:15 11:50:03"
"346","photos/20170615T115203 Canon PowerShot SX50 HS--IMG_9372.JPG","2017:06:15 11:52:03"
"347","photos/20170615T115456 Canon PowerShot SX50 HS--IMG_9374.JPG","2017:06:15 11:54:56"
"348","photos/20170615T115713 Canon PowerShot SX50 HS--IMG_9375.JPG","2017:06:15 11:57:13"
"349","photos/20170615T115721 Canon PowerShot SX50 HS--IMG_9376.JPG","2017:06:15 11:57:21"
"350","photos/20170615T120609 Canon PowerShot SX50 HS--IMG_9377.JPG","2017:06:15 12:06:09"
"351","photos/20170615T120613 Canon PowerShot SX50 HS--IMG_9378.JPG","2017:06:15 12:06:13"
"352","photos/20170615T121248 Canon PowerShot SX50 HS--IMG_9379.JPG","2017:06:15 12:12:48"
"353","photos/20170615T121254 Canon PowerShot SX50 HS--IMG_9380.JPG","2017:06:15 12:12:54"
"354","photos/20170615T121646 Canon PowerShot SX50 HS--IMG_9381.JPG","2017:06:15 12:16:46"
"355","photos/20170615T121649 Canon PowerShot SX50 HS--IMG_9382.JPG","2017:06:15 12:16:49"
"356","photos/20170615T121654 Canon PowerShot SX50 HS--IMG_9383.JPG","2017:06:15 12:16:54"
"357","photos/20170615T122354 Canon PowerShot SX50 HS--IMG_9384.JPG","2017:06:15 12:23:54"
"358","photos/20170615T122359 Canon PowerShot SX50 HS--IMG_9385.JPG","2017:06:15 12:23:59"
"359","photos/20170615T122443 Canon PowerShot SX50 HS--IMG_9386.JPG","2017:06:15 12:24:43"
"360","photos/20170615T122454 Canon PowerShot SX50 HS--IMG_9387.JPG","2017:06:15 12:24:54"
"361","photos/20170615T122456 Canon PowerShot SX50 HS--IMG_9388.JPG","2017:06:15 12:24:56"
"362","photos/20170615T122459 Canon PowerShot SX50 HS--IMG_9389.JPG","2017:06:15 12:24:59"
"363","photos/20170615T124311 Canon PowerShot SX50 HS--IMG_9390.JPG","2017:06:15 12:43:11"
"364","photos/20170615T124315 Canon PowerShot SX50 HS--IMG_9391.JPG","2017:06:15 12:43:15"
"365","photos/20170615T124324 Canon PowerShot SX50 HS--IMG_9392.JPG","2017:06:15 12:43:24"
"366","photos/20170615T124331 Canon PowerShot SX50 HS--IMG_9393.JPG","2017:06:15 12:43:31"
"367","photos/20170615T124345 Canon PowerShot SX50 HS--IMG_9394.JPG","2017:06:15 12:43:45"
"368","photos/20170615T124351 Canon PowerShot SX50 HS--IMG_9395.JPG","2017:06:15 12:43:51"
"369","photos/20170615T124357 Canon PowerShot SX50 HS--IMG_9396.JPG","2017:06:15 12:43:57"
"370","photos/20170615T124408 Canon PowerShot SX50 HS--IMG_9397.JPG","2017:06:15 12:44:08"
"371","photos/20170615T125451 Canon PowerShot SX50 HS--IMG_9398.JPG","2017:06:15 12:54:51"
"372","photos/20170615T125559 Canon PowerShot SX50 HS--IMG_9399.JPG","2017:06:15 12:55:59"
"373","photos/20170615T125559 Canon PowerShot SX50 HS--IMG_9400.JPG","2017:06:15 12:55:59"
"374","photos/20170615T125644 Canon PowerShot SX50 HS--IMG_9401.JPG","2017:06:15 12:56:44"
"375","photos/20170615T125659 Canon PowerShot SX50 HS--IMG_9402.JPG","2017:06:15 12:56:59"
"376","photos/20170615T125706 Canon PowerShot SX50 HS--IMG_9403.JPG","2017:06:15 12:57:06"
"377","photos/20170615T125706 Canon PowerShot SX50 HS--IMG_9404.JPG","2017:06:15 12:57:06"
"378","photos/20170615T125756 Canon PowerShot SX50 HS--IMG_9405.JPG","2017:06:15 12:57:56"
"379","photos/20170615T125759 Canon PowerShot SX50 HS--IMG_9406.JPG","2017:06:15 12:57:59"
"380","photos/20170615T125800 Canon PowerShot SX50 HS--IMG_9407.JPG","2017:06:15 12:58:00"
"381","photos/20170615T125818 Canon PowerShot SX50 HS--IMG_9408.JPG","2017:06:15 12:58:18"
"382","photos/20170615T125818 Canon PowerShot SX50 HS--IMG_9409.JPG","2017:06:15 12:58:18"
"383","photos/20170615T125824 Canon PowerShot SX50 HS--IMG_9410.JPG","2017:06:15 12:58:24"
"384","photos/20170615T125824 Canon PowerShot SX50 HS--IMG_9411.JPG","2017:06:15 12:58:24"
"385","photos/20170615T125833 Canon PowerShot SX50 HS--IMG_9412.JPG","2017:06:15 12:58:33"
"386","photos/20170615T125847 Canon PowerShot SX50 HS--IMG_9413.JPG","2017:06:15 12:58:47"
"387","photos/20170615T131450 Canon PowerShot SX50 HS--IMG_9414.JPG","2017:06:15 13:14:50"
"388","photos/20170615T131455 Canon PowerShot SX50 HS--IMG_9415.JPG","2017:06:15 13:14:55"
"389","photos/20170615T131511 Canon PowerShot SX50 HS--IMG_9416.JPG","2017:06:15 13:15:11"
"390","photos/20170615T133638 Canon PowerShot SX50 HS--IMG_9417.JPG","2017:06:15 13:36:38"
"391","photos/20170615T133649 Canon PowerShot SX50 HS--IMG_9418.JPG","2017:06:15 13:36:49"
"392","photos/20170615T133701 Canon PowerShot SX50 HS--IMG_9419.JPG","2017:06:15 13:37:01"
"393","photos/20170615T133707 Canon PowerShot SX50 HS--IMG_9420.JPG","2017:06:15 13:37:07"
"394","photos/20170615T133719 Canon PowerShot SX50 HS--IMG_9421.JPG","2017:06:15 13:37:19"
"395","photos/20170615T133851 Canon PowerShot SX50 HS--IMG_9422.JPG","2017:06:15 13:38:51"
"396","photos/20170615T133857 Canon PowerShot SX50 HS--IMG_9423.JPG","2017:06:15 13:38:57"
"397","photos/20170615T133903 Canon PowerShot SX50 HS--IMG_9424.JPG","2017:06:15 13:39:03"
"398","photos/20170615T134051 Canon PowerShot SX50 HS--IMG_9425.JPG","2017:06:15 13:40:51"
"399","photos/20170615T134100 Canon PowerShot SX50 HS--IMG_9426.JPG","2017:06:15 13:41:00"
"400","photos/20170615T134133 Canon PowerShot SX50 HS--IMG_9427.JPG","2017:06:15 13:41:33"
"401","photos/20170615T135059 Canon PowerShot SX50 HS--IMG_9428.JPG","2017:06:15 13:50:59"
"402","photos/20170615T135428 Canon PowerShot SX50 HS--IMG_9429.JPG","2017:06:15 13:54:28"
"403","photos/20170615T135506 Canon PowerShot SX50 HS--IMG_9430.JPG","2017:06:15 13:55:06"
"404","photos/20170615T135557 Canon PowerShot SX50 HS--IMG_9431.JPG","2017:06:15 13:55:57"
"405","photos/20170615T141816 Canon PowerShot SX50 HS--IMG_9434.JPG","2017:06:15 14:18:16"
"406","photos/20170615T141914 Canon PowerShot SX50 HS--IMG_9435.JPG","2017:06:15 14:19:14"
"407","photos/20170615T141918 Canon PowerShot SX50 HS--IMG_9436.JPG","2017:06:15 14:19:18"
"408","photos/20170615T141922 Canon PowerShot SX50 HS--IMG_9437.JPG","2017:06:15 14:19:22"
"409","photos/20170615T143120 Canon PowerShot SX50 HS--IMG_9438.JPG","2017:06:15 14:31:20"
"410","photos/20170615T143125 Canon PowerShot SX50 HS--IMG_9439.JPG","2017:06:15 14:31:25"
"411","photos/20170615T161741 Canon PowerShot SX50 HS--IMG_9440.JPG","2017:06:15 16:17:41"
"412","photos/20170615T162737 Canon PowerShot SX50 HS--IMG_9441.JPG","2017:06:15 16:27:37"
"413","photos/20170615T162741 Canon PowerShot SX50 HS--IMG_9442.JPG","2017:06:15 16:27:41"
"414","photos/20170615T162957 Canon PowerShot SX50 HS--IMG_9443.JPG","2017:06:15 16:29:57"
"415","photos/20170615T163006 Canon PowerShot SX50 HS--IMG_9444.JPG","2017:06:15 16:30:06"
"416","photos/20170615T170823 Canon PowerShot SX50 HS--IMG_9445.JPG","2017:06:15 17:08:23"
"417","photos/20170615T170837 Canon PowerShot SX50 HS--IMG_9446.JPG","2017:06:15 17:08:37"
"418","photos/20170615T171126 Canon PowerShot SX50 HS--IMG_9447.JPG","2017:06:15 17:11:26"
"419","photos/20170615T171133 Canon PowerShot SX50 HS--IMG_9448.JPG","2017:06:15 17:11:33"
"420","photos/20170615T171219 Canon PowerShot SX50 HS--IMG_9449.JPG","2017:06:15 17:12:19"
"421","photos/20170615T171223 Canon PowerShot SX50 HS--IMG_9450.JPG","2017:06:15 17:12:23"
"422","photos/20170615T171230 Canon PowerShot SX50 HS--IMG_9451.JPG","2017:06:15 17:12:30"
"423","photos/20170615T171400 Canon PowerShot SX50 HS--IMG_9452.JPG","2017:06:15 17:14:00"
"424","photos/20170615T171409 Canon PowerShot SX50 HS--IMG_9453.JPG","2017:06:15 17:14:09"
"425","photos/20170615T171604 Canon PowerShot SX50 HS--IMG_9455.JPG","2017:06:15 17:16:04"
"426","photos/20170615T172029 Canon PowerShot SX50 HS--IMG_9456.JPG","2017:06:15 17:20:29"
"427","photos/20170615T185936 Canon PowerShot SX50 HS--IMG_9457.JPG","2017:06:15 18:59:36"
"428","photos/20170615T185942 Canon PowerShot SX50 HS--IMG_9458.JPG","2017:06:15 18:59:42"
"429","photos/20170616T082827 Canon PowerShot SX50 HS--IMG_9459.JPG","2017:06:16 08:28:27"
"430","photos/20170616T084759 Canon PowerShot SX50 HS--IMG_9460.JPG","2017:06:16 08:47:59"
"431","photos/20170616T084803 Canon PowerShot SX50 HS--IMG_9461.JPG","2017:06:16 08:48:03"
"432","photos/20170616T084807 Canon PowerShot SX50 HS--IMG_9462.JPG","2017:06:16 08:48:07"
"433","photos/20170616T084810 Canon PowerShot SX50 HS--IMG_9463.JPG","2017:06:16 08:48:10"
"434","photos/20170616T084813 Canon PowerShot SX50 HS--IMG_9464.JPG","2017:06:16 08:48:13"
"435","photos/20170616T084827 Canon PowerShot SX50 HS--IMG_9465.JPG","2017:06:16 08:48:27"
"436","photos/20170616T094518 Canon PowerShot SX50 HS--IMG_9466.JPG","2017:06:16 09:45:18"
"437","photos/20170616T094626 Canon PowerShot SX50 HS--IMG_9467.JPG","2017:06:16 09:46:26"
"438","photos/20170616T095703 Canon PowerShot SX50 HS--IMG_9468.JPG","2017:06:16 09:57:03"
"439","photos/20170616T095707 Canon PowerShot SX50 HS--IMG_9469.JPG","2017:06:16 09:57:07"
"440","photos/20170616T095711 Canon PowerShot SX50 HS--IMG_9470.JPG","2017:06:16 09:57:11"
"441","photos/20170616T095715 Canon PowerShot SX50 HS--IMG_9471.JPG","2017:06:16 09:57:15"
"442","photos/20170616T102505 Canon PowerShot SX50 HS--IMG_9472.JPG","2017:06:16 10:25:05"
"443","photos/20170616T102511 Canon PowerShot SX50 HS--IMG_9473.JPG","2017:06:16 10:25:11"
"444","photos/20170616T102535 Canon PowerShot SX50 HS--IMG_9474.JPG","2017:06:16 10:25:35"
"445","photos/20170616T102722 Canon PowerShot SX50 HS--IMG_9475.JPG","2017:06:16 10:27:22"
"446","photos/20170616T102727 Canon PowerShot SX50 HS--IMG_9476.JPG","2017:06:16 10:27:27"
"447","photos/20170616T102735 Canon PowerShot SX50 HS--IMG_9477.JPG","2017:06:16 10:27:35"
"448","photos/20170616T102845 Canon PowerShot SX50 HS--IMG_9478.JPG","2017:06:16 10:28:45"
"449","photos/20170616T103130 Canon PowerShot SX50 HS--IMG_9479.JPG","2017:06:16 10:31:30"
"450","photos/20170616T103132 Canon PowerShot SX50 HS--IMG_9480.JPG","2017:06:16 10:31:32"
"451","photos/20170616T103334 Canon PowerShot SX50 HS--IMG_9481.JPG","2017:06:16 10:33:34"
"452","photos/20170616T104104 Canon PowerShot SX50 HS--IMG_9482.JPG","2017:06:16 10:41:04"
"453","photos/20170616T104108 Canon PowerShot SX50 HS--IMG_9483.JPG","2017:06:16 10:41:08"
"454","photos/20170616T104713 Canon PowerShot SX50 HS--IMG_9484.JPG","2017:06:16 10:47:13"
"455","photos/20170616T110159 Canon PowerShot SX50 HS--IMG_9485.JPG","2017:06:16 11:01:59"
"456","photos/20170616T110208 Canon PowerShot SX50 HS--IMG_9486.JPG","2017:06:16 11:02:08"
"457","photos/20170616T110219 Canon PowerShot SX50 HS--IMG_9487.JPG","2017:06:16 11:02:19"
"458","photos/20170616T110228 Canon PowerShot SX50 HS--IMG_9488.JPG","2017:06:16 11:02:28"
"459","photos/20170616T110242 Canon PowerShot SX50 HS--IMG_9489.JPG","2017:06:16 11:02:42"
"460","photos/20170616T110542 Canon PowerShot SX50 HS--IMG_9490.JPG","2017:06:16 11:05:42"
"461","photos/20170616T110549 Canon PowerShot SX50 HS--IMG_9491.JPG","2017:06:16 11:05:49"
"462","photos/20170616T110605 Canon PowerShot SX50 HS--IMG_9492.JPG","2017:06:16 11:06:05"
"463","photos/20170616T110626 Canon PowerShot SX50 HS--IMG_9493.JPG","2017:06:16 11:06:26"
"464","photos/20170616T111004 Canon PowerShot SX50 HS--IMG_9494.JPG","2017:06:16 11:10:04"
"465","photos/20170616T111009 Canon PowerShot SX50 HS--IMG_9495.JPG","2017:06:16 11:10:09"
"466","photos/20170616T111838 Canon PowerShot SX50 HS--IMG_9496.JPG","2017:06:16 11:18:38"
"467","photos/20170616T111850 Canon PowerShot SX50 HS--IMG_9497.JPG","2017:06:16 11:18:50"
"468","photos/20170616T111906 Canon PowerShot SX50 HS--IMG_9498.JPG","2017:06:16 11:19:06"
"469","photos/20170616T111915 Canon PowerShot SX50 HS--IMG_9499.JPG","2017:06:16 11:19:15"
"470","photos/20170616T111925 Canon PowerShot SX50 HS--IMG_9500.JPG","2017:06:16 11:19:25"
"471","photos/20170616T120900 Canon PowerShot SX50 HS--IMG_9501.JPG","2017:06:16 12:09:00"
"472","photos/20170616T120906 Canon PowerShot SX50 HS--IMG_9502.JPG","2017:06:16 12:09:06"
"473","photos/20170616T120919 Canon PowerShot SX50 HS--IMG_9503.JPG","2017:06:16 12:09:19"
"474","photos/20170616T120933 Canon PowerShot SX50 HS--IMG_9504.JPG","2017:06:16 12:09:33"
"475","photos/20170616T120940 Canon PowerShot SX50 HS--IMG_9505.JPG","2017:06:16 12:09:40"
"476","photos/20170616T124252 Canon PowerShot SX50 HS--IMG_9506.JPG","2017:06:16 12:42:52"
"477","photos/20170616T124256 Canon PowerShot SX50 HS--IMG_9507.JPG","2017:06:16 12:42:56"
"478","photos/20170616T124308 Canon PowerShot SX50 HS--IMG_9508.JPG","2017:06:16 12:43:08"
"479","photos/20170616T124319 Canon PowerShot SX50 HS--IMG_9509.JPG","2017:06:16 12:43:19"
"480","photos/20170616T124509 Canon PowerShot SX50 HS--IMG_9510.JPG","2017:06:16 12:45:09"
"481","photos/20170616T124516 Canon PowerShot SX50 HS--IMG_9511.JPG","2017:06:16 12:45:16"
"482","photos/20170616T132907 Canon PowerShot SX50 HS--IMG_9512.JPG","2017:06:16 13:29:07"
"483","photos/20170616T141714 Canon PowerShot SX50 HS--IMG_9513.JPG","2017:06:16 14:17:14"
"484","photos/20170616T142240 Canon PowerShot SX50 HS--IMG_9514.JPG","2017:06:16 14:22:40"
"485","photos/20170616T142302 Canon PowerShot SX50 HS--IMG_9515.JPG","2017:06:16 14:23:02"
"486","photos/20170616T142341 Canon PowerShot SX50 HS--IMG_9516.JPG","2017:06:16 14:23:41"
"487","photos/20170616T142453 Canon PowerShot SX50 HS--IMG_9517.JPG","2017:06:16 14:24:53"
"488","photos/20170616T142507 Canon PowerShot SX50 HS--IMG_9518.JPG","2017:06:16 14:25:07"
"489","photos/20170616T144528 Canon PowerShot SX50 HS--IMG_9519.JPG","2017:06:16 14:45:28"
"490","photos/20170616T144538 Canon PowerShot SX50 HS--IMG_9520.JPG","2017:06:16 14:45:38"
"491","photos/20170616T150334 Canon PowerShot SX50 HS--IMG_9521.JPG","2017:06:16 15:03:34"
"492","photos/20170616T150350 Canon PowerShot SX50 HS--IMG_9522.JPG","2017:06:16 15:03:50"
"493","photos/20170616T150354 Canon PowerShot SX50 HS--IMG_9523.JPG","2017:06:16 15:03:54"
"494","photos/20170616T150357 Canon PowerShot SX50 HS--IMG_9524.JPG","2017:06:16 15:03:57"
"495","photos/20170616T161408 Canon PowerShot SX50 HS--IMG_9525.JPG","2017:06:16 16:14:08"
"496","photos/20170616T161858 Canon PowerShot SX50 HS--IMG_9526.JPG","2017:06:16 16:18:58"
